Title,Location,Company,Salary,Description,Sponsored
IT Programmer Analyst ( Java),"Regina, SK",Finney-Taylor Consulting Group,None,"Job Description :Our client in Regina is seeking an experienced IT Programmer Analyst ( Java) to join their team.

Must Have Primary Skills :
Minimum (5) years experience designing, developing, modifying, testing, and documenting computer applications according to prescribed requirements and standards
Minimum (4) years experience researching, evaluating, designing, customizing, testing, installing, implementing, and maintaining applications.
Experience working with J2EE , Java Server Pages (JSP) , JDBC, Java Server Faces (JSF)
Minimum (3) years experience proposing, discussing, and evaluating technical and business solutions to help solve/meet the business need


Nice To Have Secondary Skills :
Experience with Javascript/ AngularJS
Minimum (4) years experience taking corrective action when there is a risk of an objective not being met.
Minimum (3) years experience providing technical advice, guidance, training, and support to user, customers, and systems staff relating to complex products and applications.


Proven Experience In :
Interpret technical manuals and documentation; develop/provide manuals/training on the application of technology.
Assist with developing project/service delivery cost/benefit estimates. .

IND1
Skills
Software
Must Have at least 5 years of experience with/in Java
Must Have at least 5 years of experience with/in J2EE",Sponsored
UI/UX Engineer,"Saskatoon, SK",Bourgault Industries,None,"Bourgault Industries is a leading global manufacturer of technologically advanced seeding and tillage equipment. Our mission is to design, manufacture and distribute the highest quality, most durable and reliable farm equipment in the world that is affordable and meets or exceeds the expectations of our most demanding customers.
We are looking for a talented UI/UX Engineer to join the automation team in Saskatoon, SK. In this role, you will be a core contributor to the architecture and implementation of our front-end/GUI products. The ideal candidate is self-motivated, self-directed, conceptual, passionate about user-oriented design, and welcomes technical challenges.
Responsibilities:
Design and develop graphical user interfaces for mobile and desktop applications
Ensure usability and technical feasibility of UI/UX designs
Analyze and conceptualize new UI/UX products
Integrate and test UI with electronic sensors and control systems
Communicate with other teams (purchasing, manufacturing, service, etc.) for new product integration.
Communicate with dealers and customers for feedback and input on product.
Occasional travel to main production facility in St. Brieux.
Occasional travel to various test locations.
Qualifications:
Degree in Software Engineering, Computer Science or related field, with applicable background
4+ years of proven work experience on desktop and mobile applications
2+ years working with an IOT cloud service such as Azure IoT
Experience with cross platform UI development frameworks such as Xamarin or Qt
Capable of assembling user-oriented UX designs and implementing them as functional UI
Strong software development skills (C#, Java, Objective-C, Javascript, C/C++, Python)
Ability to independently develop software development plans, including timelines and test procedures
Understanding of software architecture and lifecycle
Strong organizational skills and an ability work independently or within a team
Effective interpersonal and communication skills
Ability to think critically and analytically
Enjoy getting your hands dirty and work in an environment that supports being self-directed!
Bonus Qualifications:
Knowledge and passion for the agricultural industry
Familiar with hydraulic control, electric motor control and displays
Embedded software development experience
Experience with GUI-based instrumentation panels
Bourgault Industries offers competitive, performance-based salaries, company-wide profit sharing, health & dental benefits, a company-matching RRSP plan, and more! At Bourgault Industries, we recognize the importance of our team members and their personal and career development.
If you’re looking to make a difference with a company that values your hard work and innovation, apply now!
Please Note: all applications must be submitted on our website (www.bourgault.com). Thank you!
Job Type: Full-time
Experience:
desktop and mobile app: 4 years (Preferred)
IOT cloud: 2 years (Preferred)
Education:
Bachelor's Degree (Required)",Sponsored
Intermediate Java Developer,"Regina, SK",Finney-Taylor Consulting Group,None,"Job Description :Our large Regina client is seeking experienced 2 Intermediate Java Developers to join their team for a 1 year contract position.

Must Have Primary Skills :
Must Have Primary Skills :2-3 years of Java experience
Working knowledge of SQL and database design concepts
You should have a BSC. in Computer Science with a major in software development.


Nice To Have Secondary Skills :
Excellent verbal and written communication skills
Detail oriented and self-directed


Proven Experience In :
As noted

IND1
Skills
Software
Must Have at least 4 years of experience with/in Java
Must Have at least 3 years of experience with/in HTML",Sponsored
Java Developer,"Regina, SK",Finney-Taylor Consulting Group,None,"Job Description :Our client in Regina is seeking an experienced Intermediate Java Developer to join their team for a 1 year contract.

Must Have Primary Skills :
Bachelor's degree in computer science, computer engineering, computer information systems, an engineering discipline, or a related field 5+ years of Java experience Java EE experience
UI experience using JSF 2.1
Unit testing using JUnit
Working knowledge of SQL and database design concepts


Nice To Have Secondary Skills :
Familiarity with developing TMForum SID based applications
Familiarity with telecommunications networks and devices.
Knowledge of Agile SCRUM development methodology
Specific experience with JBoss JBPM and/or Drools


Proven Experience In :
Ability to read software requirement documents and produce technical specifications
Debugging and analysis skills for problem solving
IND1
Skills
Software
Must Have at least 5 years of experience with/in WebSphere
Must Have at least 5 years of experience with/in Java",Sponsored
Eye Tracking Data Analysis Software Developer,Canada,SR Research Ltd.,"$100,000 a year","Job Description
SR Research Ltd. is currently looking for an outstanding Software Developer with a strong command of Java, C/C++, and Machine Learning Algorithms to help develop new features of our existing data analysis products and to work on future products. The ideal candidate will have exceptional problem-solving abilities and a strong understanding of relevant protocols and user interface designs. The successful candidate will have the chance to participate in the entire life cycle of a range of eye tracking data analysis products, from design through implementation to launch.
The successful candidate will:
· Evaluate existing analysis approaches to eye tracking data across a range of academic disciplines
· Develop advanced eye movement data analysis algorithms for a range of eye tracking research and clinical applications
· Drive both high-level and detailed technical design documents and conduct design reviews
· Provide feedback on architectural and implementation enhancements
· Participate actively in team and company-wide architecture discussions
· Employ technical expertise to help team members overcome technical problems
· Implement new features to existing software applications using Java, C/C++, Python, and other frameworks.
· Work with software developers to improve stimulus presentation software
Job Requirements
SR Research provides a fun, open, social environment in which staff are given a high degree of autonomy. You must thrive in a fast-moving company and be able to adapt to change quickly. The successful applicant should possess the following qualifications:








This full-time, permanent position (40 hours per week) is located at 35 Beaufort Drive, Ottawa, Ontario, Canada K2L 2B9. English is the work language.
Salary $100,000 /year, including a comprehensive benefits package (LTD benefit, dental care, vision care, prescription medication, and group insurance benefit).
Please send a cover letter and resume to jobs (at) sr-research.com if you believe you possess the above qualifications and are interested in this position.
Job Type: Full-time
Salary: $100,000.00 /year
Experience:
Computer Programming: 5 years (Required)
EyeLink eye tracking: 5 years (Required)
in the fields of Cognitive Psychology research: 5 years (Required)
Education:
Master's Degree (Required)
Language:
English (Required)",Sponsored
"Senior Java Developer (Reston, USA)",Canada,Maarut,"$100,000 - $125,000 a year","We are looking for Sr Java Developer to work for your client in USA (Reston, VA) . US or Canadian citizens would be preferred for this role and client is looking to hire and start asap. Responsibilities
will Work with product owners and other development team members to determine new features and user stories needed in new/revised applications or large/complex development projects.
Create or Update documentation in support of development efforts. Documents may include detailed specifications, implementation guides, architecture diagrams or design documents.
Participate in code reviews with peers and managers to ensure that each increment adheres to original vision as described in the user story and all standard resource libraries and architecture patterns as appropriate.
Respond to trouble/support calls for applications in production in order to make quick repair to keep application in production.
Participate in all team ceremonies including planning, grooming, product demonstration and team retrospectives.
Mentor less experienced technical staff; may use high end development tools to assist or facilitate development process.
Leverage DevOps tool stack to build, inspect, deploy, test and promote new or updated features.
Set up and configure a Continuous Integration environment.
Advanced proficiency in unit testing as well as coding in 1-2 languages (e.g. Java, etc).
Advanced proficiency in Object Oriented Design (OOD) and analysis. Advanced proficiency in application of analysis/design engineering functions. Advanced proficiency in application of non-functional software qualities such as resiliency, maintainability, etc. Advanced proficiency in advanced behavior-driven testing techniques.
Required Skills:
10 Plus years of experience.
Experience with Spring Core, Spring Boot, Spring MVC, Spring Integration and Spring Security
Knowledge of UNIX (Linux) environment and scripting (bash, shell and python)
Experience with implementing integration solutions with RESTful Web Services
Bachelor's Degree or equivalent required Bachelor's Degree or equivalent required
Desired Skills:
Hands-on experience with AWS development using EC2, EB, IAM, S3, SDK, CLI, Code Deploy, Code Commit, Lambda/Step Functions, Cloudfront, Cloudwatch, etc.
Experience in testing automation using Selenium, Cucumber, and Junit is preferred
NoSQL Database experience
Spring Batch experience
Job Types: Full-time, Contract
Salary: $100,000.00 to $125,000.00 /year
Experience:
Java / J2EE: 10 years (Required)
RESTful Web Services: 2 years (Required)
Spring Core, Spring Boot, Spring MVC, Spring Integration and: 3 years (Required)
Licence:
authorization to work in USA( USA or Canadian citizen ) (Required)",Sponsored
Business Analyst,"Regina, SK",S M SOFTWARE SOLUTIONS INC.,$50 - $70 an hour,None,No sponsored
Intermediate Software Developer - Sirius XM,"Saskatoon, SK",SED Systems,None,"The diagram below shows a generalized system architecture as well as the technologies that are currently being used on the project. The highlighted sections are the pieces of the system that you will be working with the main focus being Java application development.
Key Technologies:
Browser: JS Foundation, SCSS
UI Server: Apache Web Server, Python, Flask, Jinja2
Application Server: Java, Python, C++
Database: PostgreSQL, Couchbase
Linux

Responsibilities:
Write server side code and unit tests primarily in Java, including performing code reviews
Participate in integration and test including factory acceptance testing
Troubleshoot problems in a large code base
Recommend software environment improvements
There are two methods to advancement:
Technical track - become a system expert and be able to code at a very high level
Leadership track - work to become a software lead and manage a group of software developers

The additional responsibilities for each of these are outlined in the table below:

The Process:
The SiriusXM team has approximately 30 developers, all assigned to smaller teams that focus on system improvements as defined by SiriusXM. The software goes through the following life-cycle:


Benefits:


The Requirements:
A four-year degree in Computer Science or equivalent
3-5 years Java development experience
Demonstrated ability to work in a team environment
Strong communication skills
Agile experience is an asset
Docker, Couchbase, Postgresql, Linux experience is also an asset

The ability to meet the requirements outlined in the Canadian Controlled Goods Program is mandatory. All employees will be required to apply for and receive a Government Security Clearance.

Please apply with your resume and cover letter on our website at www.sedsystems.ca/careers/current-opportunities.

Thank you for your interest in SED Systems! Candidates selected for an interview will be contacted.",No sponsored
DevOps Engineers,"Saskatoon, SK",Diitalk,None,"Diitalk Communications Inc. is looking for strong innovating DevOps Engineers with a passion for Infrastructure Management, Automation and Scalability.

Skills and Qualifications:
Bachelors degree in a related field or 3+ years of relevant experience
Experience with managing Backend Infrastructure, Systems & Services
Strong understanding of AWS, ELK, Kubernetes & Docker
Expert knowledge of Cloud Computing, Data Management, Linux administration & Security
Familiarity with Linux, CI/CD best practices & modern web technologies/services
Excellent communication skills with the ability to explain complex information to non-technical audience

Nice to have the following skills:
Familiarity with Mobile & Web development
Knowledge of Agile development methodologies
Familiarity with the technologies we use

Technologies we use:
PHP, PostgreSQL, Git
Swift, Java, Objective-C
Kohana, Phinx, PHPUnit
MongooseIM, RabbitMQ, Redis, FreeSwitch, Kamailio
Docker, Kubernetes, AWS, ELK Stack, Firebase
Erlang, C, VoIP/SIP/XMPP/PJSIP/telephony
Mobile Payments, Ads, OAuth & other APIs
HTML, CSS, JavaScript
Linux, Shell scripting
Atlassian, Slack, Sentry, Crashlytics",No sponsored
Security Application Engineer,Saskatchewan,DXC,None,"Job Description:
The Security Application Support Engineer is responsible for the installation, configuration and ongoing support of security application. A Config to production team member.

The candidate will work within a global team, liaising between account teams and application owners to ensure that requirements are met and continuity of service is maintained during new device move to production process.

The candidate will be accountable to Operational and Engineering Delivery Management and will be responsible for assigned projects in terms of implementation, and overall delivery as well as, problem management and change management.

The candidate may be the subject matter expert for an application area, whilst maintaining knowledge of secondary application areas to maintain continuity of service.

Out of hours on-call support is an important element of this role.

Education and Experience
Bachelor’s degree in Computer Science, or related field or equivalent work experience. May have Master’s degree in related field. Often holds entry-level certification(s) in work field. May hold intermediate-level certification(s) in work field. Typically 5+ years of relevant experience
Technical Delivery
Capacity Management
Monitoring, planning and implementation of application capacity
Backup for other team members in case of non-availability
Cost Management
Ensure all services are billed properly at the end of month close
Incident Management
Ensure that incidents are resolve and logged within defined SLA parameters
Perform Incident response, and cooperation with GCC / SIRCC teams.
Problem Management
Overall technical ownership for designated applications
Security, Change and Problem Management responsibilities
Change Management
Coordination with application owners and change managers
Implementation of changes within defined parameters
Escalation
Available as an escalation point to assist team members
Identification of technical resource to support escalations
Business acumen
Fluent English
Ability to work in a global team
Understanding of business environment, processes and organization.
Strong interpersonal skills
Ability to work in a matrix environment
Ability to follow project plans and work with project managers and application owners
Essential Skills
Ability to adapt to changing requirements
Strong security motivation, and principle thinking.
Resistance to threat, attacks.
Inquisitiveness and a “thirst to learn”
Ability to think through and resolve complex issues
Production application support
Knowledge of Change and Incident Management processes
Knowledge of basic programming techniques
Knowledge of Network monitoring technology
Practical use of Linux and/or Windows
Oracle/MySQL database support
Security application knowledge ( CyberArk , Carbon Black , ObserveIT)
Desirable Skills
ITIL Foundation
Knowledge of networking technologies
Experience of
Security Applications
Performance Management Applications
Configuration Management Applications
Experience of advanced programming languages such as Java
Experience of Apache, Enterprise Service Busses
we offer salary min. 2500 eur/ brutto",No sponsored
Software Developer,"Regina, SK",Vivvo,None,"Vivvo Application Studios is looking for a Java developer to join our software development team. The successful candidate will play a key role in helping shape our software development team while reflecting our company culture.
Required Skills and Abilities
Javascript technical skills:
JavaScript development (ES6 & TypeScript)
Front end frameworks experience (AngularJS)
JavaScript Build tools (WebPack & npm)
Understanding of CORS, Cookies, HTTP, cross-browser support
Debugging JavaScript with developer tools or custom tooling for performance improvements
Java technical skills:
Strong Java development
Understanding of APIs, design patterns, security, optimization
Understanding of RESTful Services and Microservice architecture
Knowledge of SpringBoot and Spring is an asset
Deep experience with Git or other version control systems
Desired Personal Attributes:
Positive attitude; looks at challenges as opportunities
Entrepreneurial and innovative spirit
Embraces change and new ways of doing things
Technology enthusiast invested in self-improvement and learning
Desire to give back
Collaborative; works well in a team or independently
Passion for software development with project examples
About Vivvo
We are a Regina based software development company; experts in Human Digital Services, Identity Relationship Management, software development, and service delivery.
Our passion is producing solutions that make a difference. We believe in building long term relationships with our customers through win-win engagements is the key to delivering highly strategic, tangible value. We don’t work in a stagnant industry. Every project that comes our way is an opportunity to take a new and different approach. We are passionate about continuous learning and growth. We operate with an inclusive, abundance mentality in all we do.
As a member of our team your reward will be a cool job in a great industry, competitive salary, benefits, and a fun, flexible workplace.
Work location is Regina, SK. Must be willing to relocate (Must have Canadian Citizenship or PR status).
To apply, email your resume to information@vivvo.com
No Vendors or Agencies please",No sponsored
"Software Developer, Tools & Infrastructure","Saskatoon, SK",Benevity,None,"Benevity is the global leader in online workplace giving, matching, volunteering and community investment software, and we are seeking a talented Software Engineer, Tools & Infrastructure to join our growing technology team.
Go to Work and Change the World
Looking for meaningful work where you can have an impact? Benevity is the place for you.
We’re a fast-paced (and fast growing!) software company in the business of doing good. Our market-leading cloud solution powers Goodness programs that help some of the world’s most iconic brands engage their people, customers and communities by connecting them with causes they care about.
As a B Corp, we’re thrilled to be part of the next wave of companies that are committed to higher social and sustainability standards—a commitment you’ll see reflected in our mission-driven culture.
If you want to feel good about going to work every day, Benevity delivers. We’re an agile, high-performing team and we need new team members—people like you—to help us continue to innovate game-changing technology, and help our raving fans (er, clients!) successfully run world-class Goodness programs that create a culture of purpose and passion while making a positive difference in the world.
Imagine using your skills to catalyze a network of 10 million+ people from hundreds of the most recognizable global brands to connect with millions of charities around the world. At Benevity, you can!
When you Work at Benevity
You’ll have the once-in-a-career opportunity to be a part of a movement—helping some of the world’s most iconic brands drive social change and create a better employee experience that can attract, retain and engage today’s diverse workforce.
You’ll make more than just a paycheck. You’ll have the opportunity to combine your passion with purpose every day while achieving tangible results. Just last year our team delivered nearly 1,000 feature enhancements; not to mention we’ve continued to build game-changing products while processing over $2 billion in donations and 10 million volunteer hours to 150,000 charities worldwide.
You’ll join a high-performing, purpose-driven team that will help you advance your skills and adopt the growth mindset that’s essential to success at our company (and in everyday life). Our inclusive environment will allow you to come to work each day and be your best, most authentic self.
You won’t find a lot of office policies and politics around here, but you will find dogs. You’ll also find a lot of passionate people who are all owners in the company. That doesn’t just mean potential equity in the company (though it means that, too!), but also a sense of responsibility and pride that we’re in this thing together.
Responsibilities will include
Help grow and introduce improvements to Benevity’s multi-team multi-technology build/install/test environments that support the company’s SDLC through continuous delivery infrastructure and focus immensely on automation
Work closely with internal users throughout the development and testing process to understand their needs and rapidly iterate on solutions
Create and improve automation of the Jenkins pipeline and optimize it based on various KPIs
Provision and support various environments used during the development and test lifecycle
Integrate, extend, and maintain existing tools and infrastructure
Develop CLIs, GUIs, and APIs to address different needs
Identify opportunities to adopt and adapt new tools and techniques from the industry
Actively participate in regular team meetings, discussing issues related to productivity, process, workflow and quality
Skills/Qualifications
Cloud solutions platforms (AWS, GCP, Azure, Openstack). Certification would be a bonus, but not required
Continuous integration and/or deployment tools (Jenkins)
SCRUM/Agile methodologies
Containerization/virtualization technologies (Docker, Openshift, Kubernetes, Vagrant)
Infrastructure as Code is a must!
Orchestration tools (Terraform or CloudFormation)
Configuration Management tools (Ansible, Chef or Puppet)
Development experience with a strong coding skills (Java, PHP, Go, Ruby, Python or Node.js)
Working knowledge of Unix/Linux Operating Systems, SQL Databases
Comfortable with Linux Shell/Command Line and Shell scripting
Knowledge of Git/GitFlow version control
Eager to learn, learn quickly, pivot and adapt to tasks when required
Strong ability to work independently as well as with cross-functional teams
Excellent verbal, written, analytical and communication skills
A DevOps mentality with problem solving skills and initiative
Our Commitment to a Diverse Culture
We believe in the power of diversity and we’re dedicated to creating a diverse, equitable and inclusive environment at Benevity. We ensure equal opportunity for all applicants and encourage people of all visible minorities, including Indigenous applicants, and those of any religion, sex, age, ability, sexual orientation, gender identity or expression to apply.
A Place for all Genders in Tech
Gender diversity and equality benefits everyone. We’re committed to supporting all gender identities and expressions in tech by sharing stories and advocating for equality. We’re also proud to partner with forward-thinking organizations like Chic Geek and Next Gen Men, who continue to build a more vibrant, inclusive and diverse technology landscape.
While we sincerely appreciate every application received, only those candidates selected for an interview will be contacted.",No sponsored
Senior Embedded Software Developer,"Saskatoon, SK",SED Systems,None,None,No sponsored
iOS Developer,"Saskatoon, SK",Diitalk,None,"Diitalk Communications Inc. is seeking extraordinary iOS developers with an eye for beautiful UI and passion for providing the best UX.

Skills and Qualifications:
Bachelors degree in a related field or 3+ years of relevant experience
Strong understanding of Software Engineering fundamentals
Experience with iOS application development, Apple Frameworks & Git/SVN
Knowledge of Design Patterns & Event Driven Programming
Proficiency in Swift and Objective-C
Familiarity with modern mobile technologies & services

Nice to have the following skills:
Practice with Android & Web Development
Knowledge of Agile development methodologies
Experience with cross platform frameworks and libraries (Flutter, React, etc.)
Familiarity with the technologies we use

Technologies we use:
PHP, PostgreSQL, Git
Swift, Java, Objective-C
Kohana, Phinx, PHPUnit
MongooseIM, RabbitMQ, Redis, FreeSwitch, Kamailio
Docker, Kubernetes, AWS, ELK Stack, Firebase
Erlang, C, VoIP/SIP/XMPP/PJSIP/telephony
Mobile Payments, Ads, OAuth & other APIs
HTML, CSS, JavaScript
Linux, Shell scripting
Atlassian, Slack, Sentry, Crashlytics",No sponsored
Backend Developers,"Saskatoon, SK",Diitalk,None,"Diitalk Communications Inc. is looking for strong Backend Developers with a passion for DevOps, Web Development, VoIP and Automation.

Skills and Qualifications:
Bachelors degree in a related field or 3+ years of relevant experience
Strong understanding of Software Engineering fundamentals
Experience with Git & open-source frameworks/libraries
Knowledge of Design Patterns & Event Driven Programming
Experience with Cloud Computing, Software Development & DevOps
Familiarity with modern mobile technologies & services
Excellent communication skills with the ability to explain complex information to non-technical audience

Nice to have the following skills:
Familiarity with Mobile development & Linux administration
Knowledge of Agile development methodologies
Familiarity with the technologies we use

Technologies we use:
PHP, PostgreSQL, Git
Swift, Java, Objective-C
Kohana, Phinx, PHPUnit
MongooseIM, RabbitMQ, Redis, FreeSwitch, Kamailio
Docker, Kubernetes, AWS, ELK Stack, Firebase
Erlang, C, VoIP/SIP/XMPP/PJSIP/telephony
Mobile Payments, Ads, OAuth & other APIs
HTML, CSS, JavaScript
Linux, Shell scripting
Atlassian, Slack, Sentry, Crashlytics
APPLY
×
RE: Backend Developer
Resume/CV (Required):
Cover Letter (Optional):
Send Application",No sponsored
Senior Software Developer - Sirius XM,"Saskatoon, SK",SED Systems,None,"The diagram below shows a generalized system architecture as well as the technologies that are currently being used on the project. The highlighted sections are the pieces of the system that you will be working with the main focus being Java application development.

Note: All development is done in a Linux environment.

Responsibilities:
Develop server-side code
Java is the primary language
Python/C++ is an asset
Write unit tests (test driven development is encouraged)
Code reviews
Investigate, recommend and help implement software architecture/environment changes
Troubleshoot problems in a large code base
Technical software evaluation
Investigate and integrate third party libraries
The Process:
The SiriusXM team has approximately 30 developers, all assigned to smaller teams that focus on system improvements as defined by SiriusXM. The software goes through the following life-cycle:
Benefits:


The Requirements:
A four-year degree in Computer Science or equivalent
7 years or more Java development experience
Demonstrated ability to work in a team environment
Demonstrated communication skills
Agile experience is an asset
Docker, Couchbase, Postgresql, Linux experience is also an asset
The ability to meet the requirements outlined in the Canadian Controlled Goods Program is mandatory. All candidates will be required to apply for and receive a Government Security Clearance.

Please apply with your resume and cover letter to our website at www.sedsystems.ca/careers/current-opportunities.

Thank you for your interest in SED Systems! Candidates selected for an interview will be contacted.",No sponsored
iOS Developer,"Regina, SK",GasBuddy,None,"iOS Developer
Full-Time | Engineering | Regina, SK
GasBuddy, the smartphone app connecting drivers with their Perfect Pit Stop™, is looking for an iOS Developer to join their growing team in Regina, Saskatchewan. GasBuddy is a well-established company, quickly evolving its business into new areas, with the intent to grow. As a mobile developer, you will be at the forefront of several new, high-potential initiatives.
At GasBuddy, we are looking for developers who enjoy delivering software, making an impact, and staying up-to-date with the latest technologies. GasBuddy is investing time into ensuring our core use case remains best in class, as well as several new projects that will have a strong impact on our company and the users of our already popular mobile app.
Responsibilities:
Work on a small team to deliver iOS experiences for new GasBuddy initiatives; creating UI and interfacing with our backend
Interface with Product Management and Design in various stages of the product development life cycle
Help manage beta programs for our new projects
Ensure code quality, organization, and automation in our iOS code bases
Skills and Qualifications:
BA/BS in Computer Science or related technical field, or equivalent professional experience
Experience building non-trivial mobile applications for iOS or Android using Swift, Objective-C, Java, or Kotlin including (but not limited to) personal side projects, school projects, and more
Ability to work effectively both autonomously and while on a team
Strong knowledge of iOS UI design principles, programming patterns, and best practices
Ability to interact with peers, both locally and remote, in a positive, confident, and professional manner
Excellent communication skills to deliver verbal and written information for both technical and non-technical users
Nice To Have:
Continuous automation and unit testing experience
Experience iterating, monitoring, and managing a live mobile app
Experience with CocoaPods or similar dependency management tools
Experience using version control (Git, GitHub, BitBucket, SVN)
About GasBuddy:
GasBuddy's mission is to help consumers avoid paying full price for fuel. As the leading source for crowdsourced, real-time fuel prices at more than 150,000 gas station convenience stores in the U.S., Canada and Australia, millions of drivers use the GasBuddy app and website every day to find gas station convenience stores based on fuel prices, location and ratings/reviews. GasBuddy's first-of-its-kind fuel savings program, Pay with GasBuddy, has saved Americans more than $7 million at the pumps since its launch in 2017. The company's business solutions suite, GasBuddy Business Pages, provides Fuel Marketers and Retailers their best opportunity to maintain their station information, manage their brand, and promote to their target consumer audience. For more information, visit www.gasbuddy.com.

GasBuddy is proud to be an Equal Opportunity Employer. We don't just accept difference – we celebrate it and thrive on it. We endeavour to be a diverse workforce that is representative, at all job levels, of the consumers we serve. Qualified applicants will receive consideration for employment without regards to race, colour, religion, sex, age, disability, military status, national origin, or any other characteristic protected under federal, provincial, or applicable local law.
TxUHy4jPHU",No sponsored
PowerBuilder / .NET Developer,"Regina, SK",Agrius Solutions,None,"A minimum of 5 years of experience developing with
PowerBuilder
Microsoft ASP.NET / C#
Java
BizTalk
Possess excellent verbal and written communication skills.
Work closely with business and other IT team members on a day to day basis to address production support issues, changes and enhancements to existing applications.
Have the ability to troubleshoot and work through complex technical issues.
Have the ability to work as part of a larger team as well as independently
Proven track record developing and maintain good documentation.
Have proven ability to switch focus quickly, learn new skills, and effectively prioritize work items, with minimal direction
Typical Duties
Design, estimate, develop and test complex PL/SQL programs
Preparing detailed specifications/documentation for program
Participate in design sessions
Analyzing, solving existing application problems.
Participating in multiple assignments at the same time
Other Preferred Skills
Exposure to working within an iterative project management framework.
Database Administration (SQL Server/Oracle)",No sponsored
Senior Developer,"Regina, SK",Farm Credit Canada,None,"If you are an FCC employee use your Workday portal to apply.
If you are an FCC employee on leave contact Human Resources for instructions on how to apply.
Closing Date (MM/DD/YYYY):
09/30/2019
Worker Type:
Permanent
Language(s) Required:
English
Term Duration (in months):
Experience in software development needed
Accountable for the development of FCC’s technical solutions including the design, development, testing and deployment of code, and interpretation of business requirements. The Senior Developer role is an informal leadership role, while developing complex components of a solution.
What you’ll do:
Design and develop extensible and responsive web applications using Angular and Bootstrap
Write backend service frameworks using Java, Spring and Hibernate
Actively contribute to code reviews and automated testing
Maintain strong ownership of product quality, supportability and development practices
Be part of an agile cross-functional development team
Develop on MacBook Pro
What we’re looking for:
Passion for technology and software development
Advocate of smart, clean and maintainable code
Drive to succeed in a fast-paced, evolving environment
Innovative problem-solver and critical thinker with a customer focus
Intellectual curiosity and a desire to never stop learning
Informal leader and mentor for other developers about discipline patterns, and other development concepts
What you’ll need:
A degree in computer science or engineering and at least five years of experience (or equivalent combination of education and experience)",No sponsored
Senior / Lead Developer,Saskatchewan,IBM,None,"Introduction
As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment. The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!

Your Role and Responsibilities

We are searching for a Lead Developer to drive large enterprise-wide initiatives and technologically challenging projects. You should be capable of working closely with project team members and line of business to define requirements, and drive through project deliverables. You must have a keen interest in Information Technology with a strong desire to learn and adopt the latest innovative ideas continually.

The position is based in Bratislava, Kosice or Banska Bystrica.

What do you need for your success?

Required:
10+ years of experience working in IT industry developing solutions in Java/Java Enterprise technologies
5+ year experience with Spring or Spring boot or Enterprise JavaBeans
5+ year experience with JPA-based frameworks like Hibernate, EclipseLink or other JPA implementation
Advanced Java SE knowledge (Java7 and newer)
Strong background in Web Services (RESTFull or SOAP) and hands on experience working with XML, XSL, XSD, WSDL, WADL, JAXB, JAX-WS
Strong knowledge of SQL and experience with DB modeling
Experience with Object-Oriented Design and Test Driven Development
Experience with CI/CD using industry standards and SW delivery principles
Experience with micro-services, Cloud, Cloud orchestration and containerization
Understanding of commonly used Enterprise integration patterns
Experience working in an agile environment
Strong soft skills and customer orientation
Experience with leading a team of developers onshore/offshore
Project management understanding
Detail and deadline oriented
Ability to handle multiple projects concurrently and to adapt to a changing environment
High level of professionalism and flexibility

Nice-to-have:
Experience with one or more NoSQL databases
Experience developing data pipelines with Apache Kafka or ESB
Experience in Apache Spark with Cassandra
German language spoken/written

What can you expect of us?

Salary starting from 3800 EUR gross (fluent German speakers - starting from 4000 EUR gross), depending on relevant experience and language proficiency
Annual performance bonus payment
Performance evaluation on regular basis
Subsidized meal-tickets
Flexible working time and home office
Three additional vacation days
Up to three self-recovery days
100% sick leave compensation
Life insurance and supplementary pension savings program
Private medical sanatorium
Long term career development and possibility of internal rotation
Classroom based trainings and 5000 e-learning courses – both internal and external
Recommend-a-Friend – get a bonus in the employee referral program
MultiSport card
Special IBM discounts



Required Professional and Technical Expertise
.

Preferred Professional and Technical Expertise
.

About Business Unit
IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBM
.

About IBM
.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",No sponsored
